number,value,datetime_start,datetime_complete,duration,params_candidate__cinema,params_candidate__digitaldisplayandsearch,params_candidate__digitalvideo,params_candidate__facebook,params_candidate__instagram,params_candidate__localtv,params_candidate__ooh,params_candidate__opentv,params_candidate__paytv,params_candidate__print,params_candidate__radio,params_candidate__tiktok,params_candidate__twitter,params_candidate__youtube,system_attrs_tpe:relative_params:0,state
53,2103.3189969121217,2026-09-21 11:29:29.015979,2026-09-21 11:29:29.264734,0 days 00:00:00.248755,8,17,9,7,0,8,17,10,14,13,8,14,7,10,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 9, ""candidate__facebook"": 7, ""candidate__instagram"": 0, ""candidate__localtv"": 8, ""candidate__ooh"": 17, ""candidate__opentv"": 10, ""candidate__paytv"": 14, ""candidate__print"": 13, ""candidate__radio"": 8, ""candidate__tiktok"": 14, ""candidate__twitter"": 7, ""candidate__youtube"": 10}",PRUNED
54,2104.9610303137947,2026-09-21 11:29:29.276521,2026-09-21 11:29:29.513049,0 days 00:00:00.236528,3,15,16,5,8,7,13,12,15,14,9,12,12,14,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 5, ""candidate__instagram"": 8, ""candidate__localtv"": 7, ""candidate__ooh"": 13, ""candidate__opentv"": 12, ""candidate__paytv"": 15, ""candidate__print"": 14, ""candidate__radio"": 9, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 14}",PRUNED
55,2102.1407948216843,2026-09-21 11:29:29.525105,2026-09-21 11:29:30.044099,0 days 00:00:00.518994,8,15,10,6,2,5,17,8,13,16,6,16,6,8,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 10, ""candidate__facebook"": 6, ""candidate__instagram"": 2, ""candidate__localtv"": 5, ""candidate__ooh"": 17, ""candidate__opentv"": 8, ""candidate__paytv"": 13, ""candidate__print"": 16, ""candidate__radio"": 6, ""candidate__tiktok"": 16, ""candidate__twitter"": 6, ""candidate__youtube"": 8}",PRUNED
56,1717.6723759250815,2026-09-21 11:29:30.055085,2026-09-21 11:29:30.481335,0 days 00:00:00.426250,12,13,11,5,1,6,17,8,13,12,6,16,7,12,"{""candidate__cinema"": 12, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 11, ""candidate__facebook"": 5, ""candidate__instagram"": 1, ""candidate__localtv"": 6, ""candidate__ooh"": 17, ""candidate__opentv"": 8, ""candidate__paytv"": 13, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 16, ""candidate__twitter"": 7, ""candidate__youtube"": 12}",COMPLETE
57,1717.9652089495903,2026-09-21 11:29:30.493520,2026-09-21 11:29:30.942944,0 days 00:00:00.449424,4,11,12,3,5,9,11,10,15,16,5,15,11,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 11, ""candidate__digitalvideo"": 12, ""candidate__facebook"": 3, ""candidate__instagram"": 5, ""candidate__localtv"": 9, ""candidate__ooh"": 11, ""candidate__opentv"": 10, ""candidate__paytv"": 15, ""candidate__print"": 16, ""candidate__radio"": 5, ""candidate__tiktok"": 15, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",COMPLETE
58,2108.111019112361,2026-09-21 11:29:30.955873,2026-09-21 11:29:31.187777,0 days 00:00:00.231904,8,11,15,4,9,8,13,10,14,14,7,16,9,17,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 11, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 4, ""candidate__instagram"": 9, ""candidate__localtv"": 8, ""candidate__ooh"": 13, ""candidate__opentv"": 10, ""candidate__paytv"": 14, ""candidate__print"": 14, ""candidate__radio"": 7, ""candidate__tiktok"": 16, ""candidate__twitter"": 9, ""candidate__youtube"": 17}",PRUNED
59,2107.7766953659984,2026-09-21 11:29:31.198837,2026-09-21 11:29:31.419966,0 days 00:00:00.221129,5,15,16,2,6,11,17,9,16,12,7,12,13,17,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 6, ""candidate__localtv"": 11, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 16, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 17}",PRUNED
60,1718.7100153406147,2026-09-21 11:29:31.438020,2026-09-21 11:29:31.866010,0 days 00:00:00.427990,4,12,13,6,8,9,12,8,15,13,6,14,9,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 6, ""candidate__instagram"": 8, ""candidate__localtv"": 9, ""candidate__ooh"": 12, ""candidate__opentv"": 8, ""candidate__paytv"": 15, ""candidate__print"": 13, ""candidate__radio"": 6, ""candidate__tiktok"": 14, ""candidate__twitter"": 9, ""candidate__youtube"": 15}",COMPLETE
61,2107.743168267875,2026-09-21 11:29:31.878169,2026-09-21 11:29:32.112735,0 days 00:00:00.234566,3,12,15,3,3,10,12,11,16,13,7,16,10,14,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 3, ""candidate__instagram"": 3, ""candidate__localtv"": 10, ""candidate__ooh"": 12, ""candidate__opentv"": 11, ""candidate__paytv"": 16, ""candidate__print"": 13, ""candidate__radio"": 7, ""candidate__tiktok"": 16, ""candidate__twitter"": 10, ""candidate__youtube"": 14}",PRUNED
62,1718.5088634674705,2026-09-21 11:29:32.124574,2026-09-21 11:29:32.611865,0 days 00:00:00.487291,4,16,11,4,7,6,15,11,14,13,9,13,11,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 11, ""candidate__facebook"": 4, ""candidate__instagram"": 7, ""candidate__localtv"": 6, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 14, ""candidate__print"": 13, ""candidate__radio"": 9, ""candidate__tiktok"": 13, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",COMPLETE
63,2115.516796952213,2026-09-21 11:29:32.626704,2026-09-21 11:29:32.864110,0 days 00:00:00.237406,4,13,14,1,8,11,12,9,16,13,7,16,11,17,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 11, ""candidate__ooh"": 12, ""candidate__opentv"": 9, ""candidate__paytv"": 16, ""candidate__print"": 13, ""candidate__radio"": 7, ""candidate__tiktok"": 16, ""candidate__twitter"": 11, ""candidate__youtube"": 17}",PRUNED
64,1716.2413771300546,2026-09-21 11:29:32.875508,2026-09-21 11:29:33.343540,0 days 00:00:00.468032,5,15,14,6,6,6,14,10,16,11,2,12,11,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 6, ""candidate__instagram"": 6, ""candidate__localtv"": 6, ""candidate__ooh"": 14, ""candidate__opentv"": 10, ""candidate__paytv"": 16, ""candidate__print"": 11, ""candidate__radio"": 2, ""candidate__tiktok"": 12, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",COMPLETE
65,2113.745449788737,2026-09-21 11:29:33.357699,2026-09-21 11:29:33.593128,0 days 00:00:00.235429,2,16,13,6,9,7,13,11,16,13,7,11,12,15,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 6, ""candidate__instagram"": 9, ""candidate__localtv"": 7, ""candidate__ooh"": 13, ""candidate__opentv"": 11, ""candidate__paytv"": 16, ""candidate__print"": 13, ""candidate__radio"": 7, ""candidate__tiktok"": 11, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
66,1720.811818873491,2026-09-21 11:29:33.604701,2026-09-21 11:29:34.049949,0 days 00:00:00.445248,5,13,12,4,7,10,14,7,14,16,8,15,12,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 12, ""candidate__facebook"": 4, ""candidate__instagram"": 7, ""candidate__localtv"": 10, ""candidate__ooh"": 14, ""candidate__opentv"": 7, ""candidate__paytv"": 14, ""candidate__print"": 16, ""candidate__radio"": 8, ""candidate__tiktok"": 15, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",COMPLETE
67,1991.9741208782134,2026-09-21 11:29:34.064362,2026-09-21 11:29:34.443125,0 days 00:00:00.378763,6,17,15,3,7,7,15,13,17,12,3,12,15,14,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 3, ""candidate__instagram"": 7, ""candidate__localtv"": 7, ""candidate__ooh"": 15, ""candidate__opentv"": 13, ""candidate__paytv"": 17, ""candidate__print"": 12, ""candidate__radio"": 3, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
68,1712.023776689454,2026-09-21 11:29:34.455596,2026-09-21 11:29:34.961009,0 days 00:00:00.505413,5,16,13,7,8,6,16,7,17,13,5,14,12,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 7, ""candidate__instagram"": 8, ""candidate__localtv"": 6, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 17, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",COMPLETE
69,1722.2695002521104,2026-09-21 11:29:34.976409,2026-09-21 11:29:35.677948,0 days 00:00:00.701539,5,15,12,6,9,4,17,9,17,15,3,15,13,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 12, ""candidate__facebook"": 6, ""candidate__instagram"": 9, ""candidate__localtv"": 4, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 17, ""candidate__print"": 15, ""candidate__radio"": 3, ""candidate__tiktok"": 15, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",COMPLETE
70,2104.5837115531413,2026-09-21 11:29:35.692046,2026-09-21 11:29:35.958321,0 days 00:00:00.266275,5,17,13,7,6,7,14,8,16,13,3,14,11,14,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 7, ""candidate__instagram"": 6, ""candidate__localtv"": 7, ""candidate__ooh"": 14, ""candidate__opentv"": 8, ""candidate__paytv"": 16, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 14, ""candidate__twitter"": 11, ""candidate__youtube"": 14}",PRUNED
71,2116.99515041916,2026-09-21 11:29:35.969609,2026-09-21 11:29:36.201689,0 days 00:00:00.232080,5,16,13,5,7,4,15,12,14,13,1,13,9,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 5, ""candidate__instagram"": 7, ""candidate__localtv"": 4, ""candidate__ooh"": 15, ""candidate__opentv"": 12, ""candidate__paytv"": 14, ""candidate__print"": 13, ""candidate__radio"": 1, ""candidate__tiktok"": 13, ""candidate__twitter"": 9, ""candidate__youtube"": 15}",PRUNED
72,2099.4343159738223,2026-09-21 11:29:36.213411,2026-09-21 11:29:36.450185,0 days 00:00:00.236774,4,16,16,4,9,6,12,10,17,13,5,12,11,17,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 4, ""candidate__instagram"": 9, ""candidate__localtv"": 6, ""candidate__ooh"": 12, ""candidate__opentv"": 10, ""candidate__paytv"": 17, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 11, ""candidate__youtube"": 17}",PRUNED
73,2102.9474427700334,2026-09-21 11:29:36.463504,2026-09-21 11:29:36.707675,0 days 00:00:00.244171,5,12,13,4,10,8,12,9,13,16,7,14,15,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 4, ""candidate__instagram"": 10, ""candidate__localtv"": 8, ""candidate__ooh"": 12, ""candidate__opentv"": 9, ""candidate__paytv"": 13, ""candidate__print"": 16, ""candidate__radio"": 7, ""candidate__tiktok"": 14, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",PRUNED
74,1716.1492790379973,2026-09-21 11:29:36.718913,2026-09-21 11:29:37.161228,0 days 00:00:00.442315,6,16,13,6,9,6,17,7,15,11,5,15,11,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 6, ""candidate__instagram"": 9, ""candidate__localtv"": 6, ""candidate__ooh"": 17, ""candidate__opentv"": 7, ""candidate__paytv"": 15, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 15, ""candidate__twitter"": 11, ""candidate__youtube"": 15}",COMPLETE
75,1993.8117048512504,2026-09-21 11:29:37.176133,2026-09-21 11:29:37.499789,0 days 00:00:00.323656,6,14,16,3,6,8,17,12,17,14,3,11,15,17,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 3, ""candidate__instagram"": 6, ""candidate__localtv"": 8, ""candidate__ooh"": 17, ""candidate__opentv"": 12, ""candidate__paytv"": 17, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 11, ""candidate__twitter"": 15, ""candidate__youtube"": 17}",PRUNED
76,2107.257395278592,2026-09-21 11:29:37.512408,2026-09-21 11:29:37.738953,0 days 00:00:00.226545,5,15,13,7,8,5,14,6,16,14,2,13,13,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 7, ""candidate__instagram"": 8, ""candidate__localtv"": 5, ""candidate__ooh"": 14, ""candidate__opentv"": 6, ""candidate__paytv"": 16, ""candidate__print"": 14, ""candidate__radio"": 2, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
77,1715.1091062216155,2026-09-21 11:29:37.750020,2026-09-21 11:29:38.175704,0 days 00:00:00.425684,4,16,15,5,4,6,14,9,17,11,7,13,11,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 5, ""candidate__instagram"": 4, ""candidate__localtv"": 6, ""candidate__ooh"": 14, ""candidate__opentv"": 9, ""candidate__paytv"": 17, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",COMPLETE
78,1993.2302097882057,2026-09-21 11:29:38.188654,2026-09-21 11:29:38.521271,0 days 00:00:00.332617,5,16,14,4,4,6,15,10,17,13,6,10,11,17,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 4, ""candidate__instagram"": 4, ""candidate__localtv"": 6, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 17, ""candidate__print"": 13, ""candidate__radio"": 6, ""candidate__tiktok"": 10, ""candidate__twitter"": 11, ""candidate__youtube"": 17}",PRUNED
79,2098.1346824831376,2026-09-21 11:29:38.533783,2026-09-21 11:29:38.765443,0 days 00:00:00.231660,3,15,15,5,1,8,14,8,16,11,6,14,11,16,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 5, ""candidate__instagram"": 1, ""candidate__localtv"": 8, ""candidate__ooh"": 14, ""candidate__opentv"": 8, ""candidate__paytv"": 16, ""candidate__print"": 11, ""candidate__radio"": 6, ""candidate__tiktok"": 14, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",PRUNED
80,1723.9299201485303,2026-09-21 11:29:38.777550,2026-09-21 11:29:39.203788,0 days 00:00:00.426238,5,14,15,4,4,7,13,7,17,10,7,12,11,17,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 4, ""candidate__instagram"": 4, ""candidate__localtv"": 7, ""candidate__ooh"": 13, ""candidate__opentv"": 7, ""candidate__paytv"": 17, ""candidate__print"": 10, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 11, ""candidate__youtube"": 17}",PRUNED
81,1723.3293338576866,2026-09-21 11:29:39.215522,2026-09-21 11:29:39.673174,0 days 00:00:00.457652,6,16,13,8,6,7,17,6,16,12,0,15,13,16,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 8, ""candidate__instagram"": 6, ""candidate__localtv"": 7, ""candidate__ooh"": 17, ""candidate__opentv"": 6, ""candidate__paytv"": 16, ""candidate__print"": 12, ""candidate__radio"": 0, ""candidate__tiktok"": 15, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
82,1994.1246230480187,2026-09-21 11:29:39.692947,2026-09-21 11:29:40.076458,0 days 00:00:00.383511,2,16,14,4,5,3,15,11,15,11,7,15,11,17,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 4, ""candidate__instagram"": 5, ""candidate__localtv"": 3, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 15, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 15, ""candidate__twitter"": 11, ""candidate__youtube"": 17}",PRUNED
83,1724.9989096723846,2026-09-21 11:29:40.089269,2026-09-21 11:29:40.868802,0 days 00:00:00.779533,7,14,16,4,7,8,17,12,17,13,0,12,12,17,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 4, ""candidate__instagram"": 7, ""candidate__localtv"": 8, ""candidate__ooh"": 17, ""candidate__opentv"": 12, ""candidate__paytv"": 17, ""candidate__print"": 13, ""candidate__radio"": 0, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 17}",PRUNED
84,1722.654497492659,2026-09-21 11:29:40.880880,2026-09-21 11:29:41.308051,0 days 00:00:00.427171,6,16,16,6,10,7,15,8,14,12,5,16,11,16,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 6, ""candidate__instagram"": 10, ""candidate__localtv"": 7, ""candidate__ooh"": 15, ""candidate__opentv"": 8, ""candidate__paytv"": 14, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 16, ""candidate__twitter"": 11, ""candidate__youtube"": 16}",COMPLETE
85,1727.7604892606416,2026-09-21 11:29:41.322595,2026-09-21 11:29:41.760580,0 days 00:00:00.437985,6,14,14,5,7,6,14,10,17,11,1,11,12,17,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 5, ""candidate__instagram"": 7, ""candidate__localtv"": 6, ""candidate__ooh"": 14, ""candidate__opentv"": 10, ""candidate__paytv"": 17, ""candidate__print"": 11, ""candidate__radio"": 1, ""candidate__tiktok"": 11, ""candidate__twitter"": 12, ""candidate__youtube"": 17}",PRUNED
86,1715.9033807863443,2026-09-21 11:29:41.779969,2026-09-21 11:29:42.249000,0 days 00:00:00.469031,6,12,14,3,8,9,13,6,13,15,7,13,12,16,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 3, ""candidate__instagram"": 8, ""candidate__localtv"": 9, ""candidate__ooh"": 13, ""candidate__opentv"": 6, ""candidate__paytv"": 13, ""candidate__print"": 15, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",COMPLETE
87,1718.3629304776161,2026-09-21 11:29:42.262987,2026-09-21 11:29:42.737959,0 days 00:00:00.474972,5,16,13,7,8,4,16,9,17,14,7,12,13,16,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 7, ""candidate__instagram"": 8, ""candidate__localtv"": 4, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 17, ""candidate__print"": 14, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",COMPLETE
88,1710.3543654363946,2026-09-21 11:29:42.753326,2026-09-21 11:29:43.227767,0 days 00:00:00.474441,6,15,13,6,10,6,16,8,16,12,8,14,13,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 6, ""candidate__instagram"": 10, ""candidate__localtv"": 6, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 16, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 14, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
89,1716.621721302038,2026-09-21 11:29:43.243732,2026-09-21 11:29:43.719748,0 days 00:00:00.476016,7,16,13,6,7,6,17,9,16,14,3,15,12,14,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 13, ""candidate__facebook"": 6, ""candidate__instagram"": 7, ""candidate__localtv"": 6, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 16, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 15, ""candidate__twitter"": 12, ""candidate__youtube"": 14}",COMPLETE
